	claim	evidence	label
565	Romanya’nın aşılamayı ölüme neden olduğu için durdurduğu iddiası	"Romanya aşılamayı tamamen durdurmadı. Aşılama yavaşladığı için aşı ithalatına ara verdi.Ülkede aşılama bazı aşı merkezlerinde halen devam ediyor.Hükümetin ""aşılar öldürüyor"" diye bir açıklaması yok. Aşıya teşvik girişimleri sürüyor.Romanya’da aşılamanın yavaşlaması, yetkililere güvensizlik, aşı tereddüdü ve komplo teorilerine bağlanıyor."	yanlış
389	Türkiye’nin İspanya’ya giden solunum cihazlarına el koyduğu iddiası	Üretici firma, tıbbi ürünlerin ihracatına getirilen kısıtlama sebebiyle cihazları İspanya’ya hemen yollayamadı.Cihazlar gerekli izinler alındıktan sonra İspanya’ya gönderildi.Ürünlerin üretim yeri de Çin değil, Türkiye.	yanlış
1	Ördeklerin vaklama sesinin yankılanmadığı iddiası	Ördeklerin sesleri de her ses gibi yankılanıyor.Bir üniversite ördek vaklamasının yankılanabildiğini deneyle tespit etmiş.Birbirinden farklı onlarca farklı ördek türü ve sesi var. Bazılarının sesleri daha az yankılanıyor olabilir.	yanlış
937	Devletin Şanlıurfa'da Suriyelilere bayram için 2 bin TL nakdi yardım dağıttığı iddiası	Şanlıurfa’daki yardımlar devlet değil İHH tarafından yapılmış.Haberin ilk kaynağı yardımı İHH’nın yaptığını doğruladı.İHH Şanlıurfa İl Başkanı Behçet Atila, Suriyelilere yapılan yardımların bayramla ilgili olmadığını aktardı.	yanlış
982	İBB’nin heykel diktiği alanın kültür mirası olduğu iddiası	1327 no’lu tescil kararı 2013 tescil listesinde bulunuyor. Teyit belgenin orijinalini koruma kurulunda gördü.Tescillenen alana heykel konduğu ve sonrasında kaldırıldığı fotoğraf ve haritalardan izlenebiliyor.Emirler Mescidi'nin ihyası için ilk başvuru 2017 yılında Fatih’in Kayıp Camileri Derneği tarafından yapılmış. Kabul edilmemiş. 2019’da tekrar yapılan başvuruyla ihya onayı alınmış.	doğru
561	1987’de nesli tükenen Kauai Oo kuşuna ait son ses kaydı iddiası	Neslinin tükenmiş olduğu belgelenen kauai oo kuşunun ötüşünün kaydedildiği videoya dair iddia doğrudur.	doğru
80	Gökyüzünde korkunç ve garip bir varlık görüldüğü iddiası	Videoda görülen ördek figürü video düzenleme programıyla eklenmiş.	yanlış
205	Twitter'a abonelik sistemi geldiği iddiası	Ortaya atan kullanıcı iddianın gerçek olmadığını açıkladı.Twitter’ın Yeni Hizmet Şartları ve Gizlilik Politikasında da abonelik sistemi hakkında bir güncelleme yok.	yanlış
34	Rusya Savunma Bakanı Sergey Şoygu'nun 'Sovyetler Birliği’ni yeniden kuracağız' dediği iddiası	Sergey Şoygu’nun konuşması kırpılarak bağlamından koparılmış.Şoygu konuşmayı 1992 Rusya’nın Gürcistan’a müdahalesinin 30. yılı için düzenlenen etkinlikte yapmış.Sergey Şoygu müdahale sırasında, kendi kuşağının Sovyetler Birliği’nin geri döneceğine ve kimsenin gitmeyeceğine inandığını aktarıyor.	yanlış
775	Aleyna Tilki'ye ilham veren genç ödülü verildiği iddiası	Tilki’nin katılmadığı ödül töreni, 11 Aralık 2019’da gerçekleşti.Gençlik ve Spor Bakanlığı’nın sitesinden alınan arşiv sayfasında ise ödül alanlar arasında Tilki’nin adının yer aldığı da görülebiliyor.	doğru
508	Bir Instagram hesabı tarafından 1 Ekim 2022  tarihinde yapılan paylaşımda, Sayıştay raporuna göre Cumhurbaşkanlığı Külliyesi’nin günlük harcamalarının 11 milyon lira olduğu iddia edildi.	Bir Instagram hesabı tarafından yapılan paylaşımda Cumhurbaşkanlığı’nın günlük harcama tutarlarının 11 milyon lirayı bulduğu iddia edilmişti. Genel bütçe kapsamındaki kamu idareleri arasında yer alan Cumhurbaşkanlığı’nın mali hesapları, Sayıştay tarafından her yıl denetimi yapılan kurumlar arasında. Sayıştay’ın internet sitesinde açık erişimde olan 2021 yıl sonu raporuna göre, Cumhurbaşkanlığı için ayrılan başlangıç ödemesi 4.039.453.000 Türk Lirası, yıl sonu gerçekleşen toplam ödeme tutarı ise 3.653.795.907,29 Türk Lirası olmuş. Başlangıç ödemesinin günlük harcama karşılığı 11.066.994 liraya, yıllık toplam 3.653.795.907,29 lira harcamanın bir günlük karşılığı ise 10.010.399 liraya karşılık geliyor.	doğru
427	Bir Twitter hesabı tarafından 13 Nisan 2022 tarihinde paylaşılan gönderide Villareal teknik direktörü Unai Emery’nin Bayern Münih’e yönelik “şımarık çocuk” dediği iddia edildi.	Bir twitter hesabı tarafından paylaşılan gönderide Villareal teknik direktörü Unai Emery’nin Bayern Münih’e yönelik yeni bir lig kurmalarına yönelik onların “şımarık bir çocuk” olduğu açıklamalar yaptığı iddia edilmişti. Unai Emery’nin maç sonu İngilizce ve İspanyolca basın açıklamalarında böyle bir demece rastlanmadığı gibi Bayern Münih de yeni bir lig kurmak isteyen takımlar arasında bulunmuyor.	yanlış
454	Hatay Büyükşehir Belediyesi Başkanı Lütfü Savaş’ın istifa ettiği iddiası	Hatay Büyükşehir Belediye Başkanı Lütfü Savaş, istifa ettiğine dair paylaşımları yalanladı.Savaş, “Burayı ayağa kaldırmadan ne görevimizden ayrılırız ne de Hatay’ı terk ederiz.” ifadeleriyle iddianın gerçeği yansıtmadığını söyledi.	yanlış
366	Bir Facebook sayfası tarafından 20 Ocak 2021 tarihinde yapılan paylaşımda UNICEF’in COVID-19 aşılarının adaletsiz dağıtımına ilişkin bir yeni reklam filminin propaganda olarak yayınladığı iddia edildi. Gönderi daha önce sosyal medyada da gündem olmuştu.	Bir Facebook sayfası tarafından yapılan paylaşımda UNICEF’in COVID-19 aşılarının adaletsiz dağıtımına ilişkin bir yeni reklam filminin propaganda olarak yayınladığı iddia edilmişti. Oslo’da bir reklam ajansı tarafından hazırlanan reklam filmi COVID-19 aşısının adaletsiz dağıtımına dikkat çekme amacıyla UNICEF Norveç Ofisi için hazırlanmış. UNICEF, çocuk haklarını korumak amacıyla kurulmuş bir kurum. Paylaşım çarpıtılarak paylaşıldığı için yanlış.	yanlış
91	Bir Twitter hesabı tarafından 10 Temmuz 2022 tarihinde yapılan paylaşımda Diyanet İşleri Başkanı Prof. Dr. Ali Erbaş’ın CNN Türk’e katıldığı bir programda sunucunun “insanlar aç isyan ediyor” demesinin ardından “açlık alın yazısıdır, isyan günahtır” dediği, daha sonra sunucunun “Diyanet’i kapatmak isteseler tepkiniz ne olurdu” sorusunun üzerine “isyan ederiz” şeklinde tepki verdiği iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda Diyanet İşleri Başkanı Prof. Dr. Ali Erbaş’ın CNN Türk’e katıldığı bir programda sunucunun “insanlar aç isyan ediyor” demesinin ardından “açlık alın yazısıdır, isyan günahtır” dediği, daha sonra sunucunun “Diyanet’i kapatmak isteseler tepkiniz ne olurdu” sorusunun üzerine “isyan ederiz” şeklinde tepki verdiği iddia edilmişti. Diyanet İşleri Başkanı Prof.Dr. Ali Erbaş’ın CNN Türk sunucusu Hakan Çelik’in konuğu olduğu ve “Özel Röportaj” başlığı altında yayınlanan program 12 Mart 2018 tarihinden. Erbaş 1 saat 13 dakikalık yayın süresince kendisine atfedilen cümleleri kurmamış. Başka zaman diliminde de Ali Erbaş’a ait böyle cümlelere rastlanmıyor.	yanlış
339	Sakarya'da 6 Şubat 2023'te deprem meydana geldiği iddiası	İddianın dayandırıldığı Avrupa Sismoloji Merkezi'nin verileri, Kandilli Rasathanesi’ni kaynak olarak göstermiş.Kandilli Rasathanesi’ne göre 6 Şubat 2023’te saat 15.00 sularında Sakarya’da bir deprem meydana gelmedi.	yanlış
897	Kılıçdaroğlu’nun adaylık konuşmasından önce Berat Kandili için saygı duruşu yapıldı mı?	İki dakikalık saygı duruşu Berat Kandili için değil, 6 Şubat’ta Kahramanmaraş merkezli depremlerde hayatını kaybedenleri anmak için yapılıyor.	yanlış
564	ABD’nin Boğaziçi Üniversitesi’ne el koyabileceği iddiası	İddianın sebebi kampüs arazisinin Robert Kolej tarafından Türk hükümetine bağışını kayıt altına alan mutabakat metnindeki (memorandum of understanding) ifadeler.İki tarafın niyetini kayıt altına alan mutabakat metinleri taraflara hukuki bir yükümlülük getirmiyor.	yanlış
345	Ukrayna Devlet Başkanı Zelenski'nin Twitter'da dünya liderlerini takip etmeyi bıraktığı iddiası	Zelenski Twitter hesabından zaten kimseyi takip etmiyordu.Zelenski'nin hesabının başka tarihlerdeki arşivlerinden kimseyi takip etmediği doğrulanıyor.	yanlış
776	Stalker uygulamalarının profile bakanları gösterdiği iddiası	Bu uygulamalar profile kimin baktığını değil, en çok etkileşim halinde olunan hesapları gösteriyor.Uygulama kullanılırken erişim izni verildiği için en çok etkileşim halinde olunan hesaplar tespit ediliyor ve uygulamanın sonucu olarak sunuluyor.Bu tür uygulamalar sözde profile kimin baktığını göstermek amacıyla erişim izniyle kullanıcıların verilerini topluyor ve hesapları bot hesaba dönüştürüyor.Bu türden uygulamaların asıl amacı profile kimin baktığını göstermek değil, verilen izinlerle hesapları kullanmak ve hesapları satarak illegal bir biçimde gelir elde etmek.	yanlış
241	Salda Gölü’ndeki sararma polen kaynaklı	Sarımtırak Salda Gölü’nü gösteren 2 yıl arayla çekilmiş 2 görsel de sarı polenin en çok yayılım gösterdiği aylardan biri olan mayıs ayına ait.  Bazı bölge sakinleri sosyal medyada yaptığı paylaşımlarda göldeki bu görüntünün her yıl aynı dönemde tekrarlandığını söylüyor. Temmuz 2019’da başlayan Salda Gölü Millet Bahçesi projesi çalışması, Salda Gölü’nün polen istilası ile sarardığını gösteren Mayıs 2019’daki videodan yaklaşık 2 ay sonra başladı. Dolayısıyla proje çalışmasına ait hafriyatın Salda Gölü’nü sarartmış olması mümkün değil. Mayıs 2021’de sosyal medyada gündeme gelen sarımtırak Salda Gölü görselinden yaklaşık 2 yıl önce aynı sarımtırak görüntüyü içeren, Salda Gölü’nde polen istilası başlıklı bir video var.	yanlış
13	Bir Twitter sayfası tarafından 30 Mayıs 2021 tarihinde yapılan paylaşımda, 29 Mayıs 2021 tarihinde Valide Sultan Gemisi’nde fetih kutlaması yapıldığı iddia edildi. Gönderi 50’den fazla retweet 150’den fazla da beğeni almış.	Bir Twitter kullanıcısı tarafından yapılan paylaşımda 29 Mayıs 2021 tarihinde Boğaz’da fetih kutlamaları yapıldığı iddia edilmişti. Gençlik ve Spor Bakanlığı’na bağlı Gençlik Merkezleri tarafından Instagram’da yapılan paylaşımlar kutlamayı doğruluyor. Üç tarafı açık Valide Sultan Gemisi’nde yapılan kutlamada bulunan flamaların üzerinde ise “Fetih Konserleri 2021” ifadesi yer alıyor.	doğru
315	Çorum’da rakımın zamanla yükseldiği iddiası	Ölçüm yöntemi değiştiği için ilin rakımını gösteren tabela da değişmiş. İlin deniz seviyesinden yüksekliği artmamış.Aynı farklılık Ankara, İstanbul, Edirne gibi illerin tabelalarında da izlenebiliyor.	yanlış
600	Avustralya’da kadın sayısının erkeklerden beş kat fazla olduğu iddiası	Avustralya’da beş kadına bir erkek düşmüyor. Ülkede kadınların erkeklere oranı 100’e 98,4.Ülkede erkek turistlere tatil hediye edilmiyor.	yanlış
387	İstanbul Halk Ekmek, Erdoğan döneminde kurulmadı, 1978’den beri faaliyette	İstanbul Halk Ekmek (İHE) 1978 yılında ekmek üretimine başladı. Bu yıllarda Cumhurbaşkanı Erdoğan, henüz İBB başkanı değildi.	yanlış
273	The Economist'in 2023 Türkiye seçimleri araştırmasıyla ilgili iddialar	The Economist’in dokuz sayfalık raporunda net bir biçimde Cumhurbaşkanı Erdoğan’ın yeniden kazanacağı söylenmiyor.Raporda Cumhurbaşkanı Erdoğan’ın seçimi az bir farkla veya sonuçlara itiraz ederek kazanabileceği belirtilmiş.Millet İttifakı’nın Cumhurbaşkanı adayı Kemal Kılıçdaroğlu’yla ilgili öngörüye göre, Kılıçdaroğlu anketlerde önde ve bu yüzden Erdoğan’ın 20 yıllık iktidarının bitmesi olası senaryolardan biri.Paylaşımlara eşlik eden seçim anketi ve görseli, Economist Intelligence Unit'in raporunda yer almıyor.Raporda muhalefetin seçimleri kazanmasının imkansız olduğuna dair bir ifade yok.	yanlış
166	İspanya Yüksek Mahkemesi'nin Covid-19'un biyolojik silah olduğuna karar verdiği iddiası	İspanya Yüksek Mahkemesi’nde Covid-19’un biyolojik silah olduğuna dair bir karar verilmedi.İspanya Sağlık Bakanlığı’nın 2021 tarihli “Bakanlık SARS-CoV-2 kültür örneğine sahip değildir” açıklaması, virüsün hiç olmadığının söylendiği şeklinde çarpıtılmış.Bakanlık, SARS-CoV-2 kültürlerinin kendi bünyelerinde değil, biyogüvenlik laboratuvarlarında incelendiği ve izole edildiğini söylemiş.	yanlış
840	Moderna CEO'sunun bir gecede 400 milyon dolarlık hisse sattığı iddiası	Stephane Bancel tek seferde 400 milyon dolarlık hisse satmadı.Bancel, 2019’dan bu yana düzenli olarak Moderna hissesi satıyor.Kayıtlara göre Bancel 2019’dan beri yaklaşık 400 milyon dolar değerinde Moderna hissesi satmış.Bancel Şubat ayında 6,1 milyon dolar değerinde hisse sattı.	yanlış
992	Koronavirüsün tedavisinin sarımsak suyu olduğu iddiası	Sarımsak suyunun Covid-19’u engellediğine dair bulgu yok.İddianın sahibi Shukhrat Khalilov, Covid-19 hakkında farklı komplo teorileri de savunuyor.Sarımsağın antiviral etkisinin kanıtlanması için daha çok klinik çalışmaya ihtiyaç var.	yanlış
646	Bir Twitter hesabı tarafından 3 Ocak 2022 tarihinde yapılan paylaşımda, Giresun Aksu’da bulunan devlete ait SEKA işletmesinin, özelleştirme kapsamında 5 milyon liraya satıldıktan bir süre sonra 68 milyon liraya geri alındığı, yıkılan fabrikanın yerine TOKİ tarafından konut inşa edildiği iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda Giresun’da bulunan devlete ait SEKA fabrikasının değerinin altında bir bedel ile 5 milyon liraya satıldığı, daha sonra TOKİ’nin aynı araziyi 68 milyon liraya devraldığı ve üzerinde konut inşaatı gerçekleştirdiği iddia edilmişti. Giresun/Aksu’da bulunan SEKA işletmesi, dönemin kuru ile 5 milyon liraya karşılık gelen 3,5 milyon ABD Doları karşılığında Milda Mecmua ve Gazete firmasına satıldı ve özelleştirildi. Özelleştirme kararına karşı Türkiye Selüloz İş Sendikası tarafından açılan davanın gerekçesi, SEKA’nın değerinin çok altına satılması ve kamu zararına sebep olmasıydı. Mahkeme, esasen 40 milyon lira değerinde olduğunu belirttiği SEKA’nın özelleştirilmesinde kamu zararı ya da hukuka aykırılık bulunmadığına hükmetti. 2013 yılında satışa çıkarılan fabrikada bulunanların 11 milyon liraya hurdacıya satıldığına dair resmi bir kaynak bulunmamakla birlikte konu dönem gazetelerine yansıdı. Satışa çıkan arazi ise Giresun İl Özel İdaresi aracılığı ile TOKİ’ye, 68 milyon lira bedel karşılığı devredildi. Arazide konutlar, bir stadyum ve hastanenin bulunduğu bir proje inşa ediliyor.	doğru
818	NASA'nın açıklamaları arasında 'burç değişikliği' yer almıyor	NASA, dünyanın yörüngesel salınımının değiştiğini açıkladı, burçların değiştiğini değil.Burçların değişip değişmediğine ilişkin ise astroloji dünyasında bir görüş birliği yok.	yanlış
484	Bir Twitter hesabının 28 Aralık 2022’de yaptığı paylaşımda market alışverişinde kullanılan poşet ücretlerinin tüketiciler için de 25 kuruştan 38,5 kuruşa çıkarıldığı iddia edildi.	Bir Twitter hesabı tarafından yapılan paylaşımda yeni yılda plastik poşetlerde tüketicileri ilgilendiren bir zam yapıldığı iddia edilmişti. Çevre, Şehircilik ve İklim Değişikliği Bakanı Murat Kurum 6 Aralık 2022’de yaptığı açıklamada market poşet ücretlerinin değişmeyeceğini belirtmiş, 27 Aralık’ta Resmi Gazete’de yayımlanan bir kararda ise poşetler için geri dönüşüm katkı payının 38,5 kuruş olacağı açıklanmıştı. Bu karar, zıt açıklamaların soru işaretlerine sebep olmasına yol açtı. Fakat belirlenen bu yeni ücret tüketicilere yansıtılmayacak. Tüketiciler için yeni yılda da ücret 25 kuruş olmaya devam edecek, aradaki fark marketlere yansıtılacak. Bu değişiklik ile marketlerin poşet satışından sağladığı kâr sona erdirilmiş oluyor.	yanlış
